PREDICTED		ACTUAL
[0.7464253 0.2535747]		[1 0]
[0.34016168 0.6598383 ]		[0 1]
[0.95681834 0.04318169]		[1 0]
[0.04568911 0.95431083]		[0 1]
[0.24601777 0.75398225]		[1 0]
[0.39621976 0.60378027]		[0 1]
[0.9303271  0.06967293]		[1 0]
[0.1303919  0.86960804]		[1 0]
[0.81153864 0.18846132]		[1 0]
[0.63884133 0.36115867]		[1 0]
[0.10404558 0.89595443]		[0 1]
[0.01769215 0.9823078 ]		[0 1]
[0.37509826 0.6249018 ]		[0 1]
[0.7860608  0.21393926]		[1 0]
[0.28617698 0.713823  ]		[1 0]
[0.5807139  0.41928613]		[1 0]
[0.49888724 0.5011127 ]		[0 1]
[0.5459466 0.4540534]		[1 0]
[0.2890276  0.71097237]		[1 0]
[0.15369144 0.8463086 ]		[0 1]
[0.02428505 0.975715  ]		[0 1]
[0.18905833 0.8109417 ]		[0 1]
[0.03157821 0.96842176]		[0 1]
[0.4252995  0.57470053]		[0 1]
[0.11685266 0.88314736]		[0 1]
[0.18537392 0.8146261 ]		[0 1]
[0.45371518 0.5462848 ]		[0 1]
[0.8932249  0.10677511]		[1 0]
[0.47610712 0.5238929 ]		[1 0]
[0.14728859 0.8527114 ]		[0 1]
[0.03898349 0.9610165 ]		[0 1]
[0.5419185 0.4580815]		[1 0]
[0.7889934  0.21100655]		[1 0]
[0.22391997 0.77608   ]		[0 1]
[0.13514587 0.86485416]		[0 1]
[0.2868981  0.71310186]		[1 0]
[0.3138849 0.686115 ]		[0 1]
[0.48750448 0.5124955 ]		[1 0]
[0.15498325 0.8450167 ]		[0 1]
[0.29813397 0.7018661 ]		[0 1]
[0.15955773 0.84044224]		[0 1]
[0.45755512 0.5424449 ]		[1 0]
[0.37854517 0.6214548 ]		[1 0]
[0.40551147 0.59448856]		[0 1]
[0.10441956 0.8955804 ]		[1 0]
[0.22206472 0.77793527]		[0 1]
[0.7105772  0.28942278]		[1 0]
[0.89685553 0.10314453]		[1 0]
[0.07779469 0.92220527]		[0 1]
[0.26215604 0.73784393]		[0 1]
[0.5544761  0.44552395]		[0 1]
[0.3772358 0.6227641]		[1 0]
[0.7657224  0.23427767]		[1 0]
[0.02507387 0.9749262 ]		[0 1]
[0.59099144 0.40900853]		[1 0]
[0.16074811 0.8392519 ]		[0 1]
[0.4009104  0.59908956]		[0 1]
[0.94586253 0.05413741]		[0 1]
[0.7737535  0.22624648]		[1 0]
[0.14125079 0.8587493 ]		[0 1]
[0.6472342 0.3527658]		[1 0]
[0.4392598  0.56074023]		[0 1]
[0.07767884 0.9223212 ]		[0 1]
[0.737081   0.26291898]		[0 1]
[0.3675615 0.6324385]		[1 0]
[0.42699277 0.5730072 ]		[0 1]
[0.11425319 0.88574684]		[0 1]
[0.32411885 0.6758812 ]		[1 0]
[0.6719507 0.3280493]		[1 0]
[0.28620172 0.7137983 ]		[1 0]
[0.7806997 0.2193003]		[1 0]
[0.18411532 0.81588465]		[1 0]
[0.5999118  0.40008813]		[1 0]
[0.8720915  0.12790845]		[1 0]
[0.70689297 0.29310697]		[1 0]
[0.43381783 0.56618214]		[1 0]
[0.29473117 0.70526886]		[0 1]
[0.79010767 0.20989236]		[1 0]
[0.55915755 0.44084248]		[1 0]
[0.56196094 0.4380391 ]		[1 0]
[0.76540333 0.2345966 ]		[1 0]
[0.03679629 0.9632038 ]		[0 1]
[0.31846976 0.68153024]		[0 1]
[0.13098429 0.86901575]		[0 1]
[0.470405   0.52959496]		[0 1]
[0.10941184 0.8905881 ]		[0 1]
[0.8097665  0.19023357]		[1 0]
[0.8502872  0.14971282]		[1 0]
[0.22712344 0.7728766 ]		[0 1]
[0.63395166 0.36604837]		[0 1]
[0.6785896  0.32141033]		[1 0]
[0.21858227 0.7814178 ]		[1 0]
[0.47390392 0.52609605]		[1 0]
[0.93888015 0.06111985]		[1 0]
[0.7697388  0.23026122]		[1 0]
[0.56747013 0.43252987]		[0 1]
[0.0173388 0.9826612]		[0 1]
[0.75943667 0.24056342]		[1 0]
[0.502914   0.49708596]		[1 0]
[0.39799437 0.60200566]		[0 1]
[0.6721458  0.32785422]		[1 0]
[0.48050946 0.51949054]		[0 1]
[0.08433753 0.91566247]		[0 1]
[0.7420273  0.25797272]		[1 0]
[0.26430452 0.7356955 ]		[1 0]
[0.18707529 0.81292474]		[0 1]
[0.6301314  0.36986864]		[1 0]
[0.22230513 0.7776949 ]		[1 0]
[0.22348802 0.776512  ]		[0 1]
[0.05594967 0.94405025]		[0 1]
[0.48676783 0.5132322 ]		[1 0]
[0.69317436 0.30682564]		[1 0]
[0.751483   0.24851695]		[0 1]
[0.21812297 0.781877  ]		[0 1]
[0.7946397  0.20536031]		[1 0]
[0.14439374 0.8556062 ]		[0 1]
[0.29060116 0.70939887]		[1 0]
[0.64139324 0.3586067 ]		[1 0]
[0.24618992 0.75381005]		[0 1]
[0.9509521  0.04904789]		[1 0]
[0.5337981  0.46620193]		[0 1]
[0.8029292  0.19707078]		[0 1]
[0.43255895 0.56744105]		[0 1]
[0.7987944  0.20120566]		[1 0]
[0.20208082 0.7979193 ]		[0 1]
[0.27443144 0.72556865]		[0 1]
[0.18814248 0.8118575 ]		[1 0]
[0.4406962  0.55930376]		[0 1]
[0.25584564 0.74415433]		[0 1]
[0.50802195 0.491978  ]		[1 0]
[0.6735877  0.32641235]		[1 0]
[0.4040352 0.5959648]		[1 0]
[0.12331312 0.8766869 ]		[0 1]
[0.10470113 0.89529884]		[0 1]
[0.04246151 0.9575385 ]		[0 1]
[0.39469993 0.60530007]		[1 0]
[0.06784432 0.93215567]		[0 1]
[0.11260405 0.8873959 ]		[0 1]
[0.57348484 0.4265152 ]		[0 1]
[0.76472366 0.23527633]		[1 0]
[0.8029263  0.19707371]		[0 1]
[0.27406496 0.72593504]		[1 0]
[0.36631218 0.63368785]		[0 1]
[0.16418901 0.835811  ]		[0 1]
[0.46418408 0.5358159 ]		[1 0]
[0.3586081 0.6413919]		[1 0]
[0.3820577  0.61794233]		[1 0]
[0.725817   0.27418295]		[1 0]
[0.1580415 0.8419585]		[1 0]
[0.34274045 0.6572596 ]		[0 1]
[0.96245617 0.03754387]		[1 0]
[0.39413032 0.60586965]		[0 1]
[0.682362 0.317638]		[1 0]
[0.08077715 0.91922283]		[0 1]
[0.35504064 0.6449594 ]		[1 0]
[0.24078654 0.75921345]		[0 1]
[0.5200608  0.47993922]		[1 0]
[0.6825537  0.31744632]		[1 0]
[0.5989801  0.40101984]		[0 1]
[0.3483089 0.6516911]		[0 1]
[0.47582802 0.52417195]		[0 1]
[0.13298629 0.8670137 ]		[1 0]
[0.40942115 0.59057885]		[1 0]
[0.14123121 0.85876876]		[0 1]
[0.69159764 0.30840233]		[1 0]
[0.24326973 0.7567303 ]		[0 1]
[0.18595994 0.81404006]		[0 1]
[0.31282067 0.6871793 ]		[0 1]
[0.86323553 0.13676448]		[1 0]
[0.31982467 0.68017536]		[0 1]
[0.7297568 0.2702433]		[0 1]
[0.91257    0.08743004]		[1 0]
[0.24272726 0.7572728 ]		[1 0]
[0.5828918  0.41710815]		[0 1]
[0.5324304  0.46756965]		[1 0]
[0.68114585 0.31885415]		[1 0]
[0.15373215 0.8462678 ]		[1 0]
[0.54109246 0.45890754]		[0 1]
[0.70487726 0.29512274]		[1 0]
[0.571263   0.42873693]		[1 0]
[0.7518699 0.2481301]		[1 0]
[0.9179812  0.08201876]		[1 0]
[0.87548417 0.12451585]		[1 0]
[0.6472827  0.35271728]		[1 0]
[0.76099694 0.23900299]		[1 0]
[0.74559075 0.25440922]		[1 0]
[0.58475554 0.41524443]		[1 0]
[0.35210252 0.6478974 ]		[0 1]
[0.8597198 0.1402802]		[1 0]
[0.4453443 0.5546557]		[1 0]
[0.9471037  0.05289634]		[1 0]
[0.5842437 0.4157563]		[1 0]
[0.2377323 0.7622677]		[0 1]
[0.09029964 0.90970033]		[0 1]
[0.915738   0.08426195]		[1 0]
[0.13954355 0.86045647]		[0 1]
[0.8714733  0.12852667]		[1 0]
[0.6553176  0.34468234]		[1 0]
[0.4474652 0.5525348]		[1 0]
[0.01992312 0.98007685]		[0 1]
[0.39639822 0.6036017 ]		[0 1]
[0.23773125 0.7622687 ]		[0 1]
[0.31436142 0.6856386 ]		[0 1]
[0.14661877 0.8533813 ]		[0 1]
[0.55318695 0.446813  ]		[1 0]
[0.34488153 0.6551184 ]		[1 0]
[0.0477008 0.9522992]		[0 1]
[0.5046824  0.49531758]		[1 0]
[0.61911863 0.38088137]		[1 0]
[0.9277611  0.07223896]		[1 0]
[0.20554185 0.79445815]		[0 1]
[0.14360455 0.8563954 ]		[0 1]
[0.09147521 0.90852475]		[0 1]
[0.2125296 0.7874704]		[0 1]
[0.5539178  0.44608217]		[0 1]
[0.07632112 0.92367893]		[0 1]
[0.25629565 0.7437044 ]		[0 1]
[0.73528695 0.26471308]		[1 0]
[0.03071876 0.96928126]		[0 1]
[0.3529319  0.64706814]		[0 1]
[0.7476475  0.25235245]		[1 0]
[0.92697495 0.07302499]		[1 0]
[0.13901062 0.86098945]		[0 1]
[0.2602754 0.7397245]		[1 0]
[0.4030366 0.5969634]		[0 1]
[0.47195604 0.528044  ]		[1 0]
[0.07825459 0.9217454 ]		[0 1]
[0.02975817 0.97024184]		[0 1]
[0.68205243 0.31794757]		[0 1]
[0.8737225  0.12627752]		[1 0]
[0.9722763  0.02772379]		[1 0]
[0.63567096 0.36432904]		[1 0]
[0.9212511  0.07874881]		[1 0]
[0.13819982 0.8618002 ]		[0 1]
[0.18320742 0.8167926 ]		[0 1]
[0.1223727 0.8776274]		[0 1]
[0.9150195 0.0849805]		[0 1]
[0.8545731  0.14542694]		[1 0]
[0.23612368 0.7638763 ]		[0 1]
[0.8706961  0.12930389]		[1 0]
[0.14872502 0.85127497]		[0 1]
[0.16709195 0.8329081 ]		[0 1]
[0.8419639  0.15803614]		[1 0]
[0.13835849 0.86164147]		[1 0]
[0.83615834 0.1638417 ]		[0 1]
[0.0530743  0.94692564]		[0 1]
[0.68268704 0.31731293]		[0 1]
[0.3658824 0.6341176]		[0 1]
[0.7947893  0.20521066]		[1 0]
[0.13047871 0.8695213 ]		[0 1]
[0.30952463 0.6904754 ]		[0 1]
[0.57277423 0.42722577]		[1 0]
[0.7861213  0.21387866]		[1 0]
[0.10290842 0.89709157]		[1 0]
[0.9591615 0.0408385]		[1 0]
[0.7822614  0.21773864]		[1 0]
[0.6466134  0.35338655]		[1 0]
[0.91591626 0.08408375]		[1 0]
[0.21597686 0.78402317]		[0 1]
[0.35282156 0.6471785 ]		[0 1]
[0.03458821 0.9654118 ]		[0 1]
[0.30593115 0.69406885]		[0 1]
[0.43343902 0.56656104]		[1 0]
[0.7232211  0.27677888]		[0 1]
[0.6195754  0.38042468]		[1 0]
[0.9053536  0.09464647]		[1 0]
[0.96087635 0.03912365]		[1 0]
[0.46257183 0.5374282 ]		[1 0]
[0.3155419 0.6844581]		[0 1]
[0.6295764  0.37042361]		[1 0]
[0.3346368 0.6653632]		[0 1]
[0.9452202  0.05477983]		[1 0]
[0.18804052 0.81195945]		[0 1]
[0.12901996 0.87098   ]		[0 1]
[0.29329392 0.70670605]		[0 1]
[0.6916624  0.30833763]		[1 0]
[0.8181738  0.18182614]		[1 0]
[0.7268843  0.27311572]		[1 0]
[0.7879352  0.21206477]		[1 0]
[0.30781862 0.69218135]		[1 0]
[0.17448221 0.8255178 ]		[0 1]
[0.9725884  0.02741165]		[1 0]
[0.7493106  0.25068942]		[0 1]
[0.44388703 0.556113  ]		[1 0]
[0.20549022 0.7945098 ]		[0 1]
[0.18437515 0.8156248 ]		[0 1]
[0.5075513 0.4924487]		[1 0]
[0.35233918 0.64766085]		[1 0]
[0.02822309 0.97177696]		[0 1]
[0.91069317 0.08930681]		[1 0]
[0.0202492 0.9797508]		[0 1]
[0.810983 0.189017]		[1 0]
[0.43226013 0.56773984]		[1 0]
[0.20191026 0.79808974]		[0 1]
[0.2921487 0.7078513]		[0 1]
[0.09992547 0.9000745 ]		[0 1]
[0.69555694 0.3044431 ]		[1 0]
[0.7657666  0.23423336]		[1 0]
[0.8504247  0.14957535]		[1 0]
[0.32359275 0.6764073 ]		[0 1]
[0.26498693 0.73501307]		[1 0]
[0.9520971  0.04790283]		[1 0]
[0.8944517  0.10554829]		[1 0]
[0.12336853 0.87663144]		[0 1]
[0.5374204  0.46257964]		[0 1]
[0.10379408 0.8962059 ]		[1 0]
[0.20829308 0.7917069 ]		[1 0]
[0.22228958 0.77771044]		[0 1]
[0.6103165 0.3896835]		[1 0]
[0.02215509 0.97784495]		[0 1]
[0.20769021 0.79230976]		[1 0]
[0.3114338 0.6885662]		[1 0]
[0.2668362 0.7331638]		[0 1]
[0.5408914  0.45910856]		[0 1]
[0.7814851  0.21851484]		[0 1]
[0.26394194 0.73605806]		[0 1]
[0.50844115 0.49155888]		[1 0]
[0.80234694 0.1976531 ]		[0 1]
[0.05776421 0.94223577]		[0 1]
[0.02063563 0.97936434]		[0 1]
[0.12254264 0.8774573 ]		[0 1]
[0.5359597  0.46404025]		[1 0]
[0.47915384 0.5208462 ]		[1 0]
[0.9278043  0.07219569]		[1 0]
[0.54911643 0.45088357]		[1 0]
[0.9644811  0.03551896]		[1 0]
[0.9269769 0.0730231]		[1 0]
[0.49361137 0.5063886 ]		[1 0]
[0.5181977  0.48180234]		[1 0]
[0.62961876 0.3703812 ]		[1 0]
[0.08278106 0.9172189 ]		[0 1]
[0.3461379 0.6538621]		[0 1]
[0.32020745 0.6797925 ]		[1 0]
[0.8469794 0.1530207]		[1 0]
[0.1110704 0.8889296]		[0 1]
[0.7075164 0.2924836]		[1 0]
[0.7793514  0.22064865]		[0 1]
[0.04642637 0.9535736 ]		[0 1]
[0.2637431 0.7362569]		[1 0]
[0.11430034 0.8856996 ]		[0 1]
[0.567955 0.432045]		[0 1]
[0.73470634 0.26529372]		[1 0]
[0.2661775  0.73382246]		[0 1]
[0.59798217 0.40201783]		[1 0]
[0.09751669 0.90248334]		[0 1]
[0.48043185 0.5195681 ]		[0 1]
[0.9508749  0.04912504]		[1 0]
[0.2011269  0.79887307]		[0 1]
[0.04249413 0.9575058 ]		[0 1]
[0.7416026  0.25839743]		[0 1]
[0.18493313 0.8150669 ]		[0 1]
[0.26693657 0.73306346]		[0 1]
[0.28697348 0.7130265 ]		[0 1]
[0.28438985 0.71561015]		[1 0]
[0.9277791  0.07222097]		[1 0]
[0.65219814 0.3478019 ]		[1 0]
[0.6845873  0.31541273]		[0 1]
[0.15967482 0.8403252 ]		[0 1]
[0.57544655 0.42455342]		[0 1]
[0.26930967 0.7306903 ]		[0 1]
[0.4248869  0.57511306]		[0 1]
[0.05440844 0.9455915 ]		[0 1]
[0.6716445 0.3283555]		[1 0]
[0.34619018 0.6538098 ]		[0 1]
[0.757951   0.24204895]		[1 0]
[0.22986375 0.77013624]		[0 1]
[0.55272025 0.44727978]		[1 0]
[0.5395623  0.46043772]		[0 1]
[0.54180396 0.45819598]		[0 1]
[0.78423387 0.2157661 ]		[0 1]
[0.53699464 0.46300536]		[1 0]
[0.33360338 0.6663966 ]		[0 1]
[0.20480773 0.79519224]		[1 0]
[0.36915365 0.6308464 ]		[0 1]
[0.5337971 0.466203 ]		[1 0]
[0.2164717 0.7835283]		[0 1]
[0.9247856  0.07521444]		[1 0]
[0.45308962 0.54691035]		[0 1]
[0.9236374  0.07636253]		[1 0]
[0.21739602 0.78260404]		[0 1]
[0.87227106 0.127729  ]		[1 0]
[0.9543169  0.04568308]		[1 0]
[0.5254227  0.47457725]		[1 0]
[0.22979102 0.770209  ]		[0 1]
[0.38494253 0.61505747]		[1 0]
[0.22687602 0.7731239 ]		[0 1]
[0.80341    0.19659004]		[1 0]
[0.24083598 0.75916404]		[0 1]
[0.5630193 0.4369807]		[1 0]
[0.67351156 0.3264884 ]		[1 0]
[0.3870484 0.6129516]		[0 1]
[0.5551555  0.44484448]		[1 0]
[0.7517015  0.24829854]		[1 0]
[0.16006693 0.83993304]		[0 1]
[0.5320445  0.46795553]		[1 0]
[0.32701603 0.672984  ]		[0 1]
[0.4415261  0.55847394]		[1 0]
[0.4350591  0.56494087]		[1 0]
[0.31046674 0.6895333 ]		[0 1]
[0.19367246 0.8063276 ]		[1 0]
[0.511988   0.48801205]		[1 0]
[0.03443585 0.96556413]		[1 0]
[0.6315663 0.3684337]		[1 0]
[0.6983327  0.30166727]		[1 0]
[0.23886065 0.76113933]		[1 0]
[0.5590252  0.44097477]		[0 1]
[0.81211776 0.18788223]		[1 0]
[0.4493029 0.5506971]		[1 0]
[0.9538015  0.04619849]		[1 0]
[0.05117594 0.9488241 ]		[0 1]
[0.6645958  0.33540422]		[0 1]
[0.4356142  0.56438583]		[1 0]
[0.28684676 0.71315324]		[1 0]
[0.80290586 0.19709411]		[1 0]
[0.14168717 0.85831285]		[0 1]
[0.8288112  0.17118876]		[1 0]
[0.46950263 0.5304973 ]		[0 1]
[0.67157143 0.32842857]		[1 0]
[0.08574202 0.914258  ]		[0 1]
[0.9595642  0.04043582]		[1 0]
[0.61837316 0.38162687]		[1 0]
[0.303341 0.696659]		[1 0]
[0.52612257 0.47387746]		[1 0]
[0.8604367  0.13956328]		[0 1]
[0.11193006 0.8880699 ]		[0 1]
[0.16697058 0.83302945]		[0 1]
[0.23035014 0.76964986]		[1 0]
[0.62582666 0.3741733 ]		[1 0]
[0.20358808 0.7964119 ]		[0 1]
[0.6759229 0.3240771]		[1 0]
[0.12841986 0.8715802 ]		[0 1]
[0.18260828 0.8173917 ]		[1 0]
[0.9423631  0.05763692]		[1 0]
[0.9547378  0.04526218]		[1 0]
[0.89780945 0.10219055]		[1 0]
[0.3800328 0.6199672]		[0 1]
[0.5492699  0.45073014]		[1 0]
[0.96950233 0.03049765]		[1 0]
[0.24518679 0.75481325]		[1 0]
[0.42444533 0.57555467]		[0 1]
[0.31762895 0.682371  ]		[1 0]
[0.29765546 0.70234454]		[0 1]
[0.11671209 0.8832879 ]		[1 0]
[0.21962097 0.78037906]		[0 1]
[0.0362368 0.9637632]		[0 1]
[0.8321614  0.16783863]		[1 0]
[0.5862291 0.4137709]		[1 0]
[0.90227795 0.09772204]		[0 1]
[0.39821875 0.60178125]		[0 1]
[0.93195873 0.06804129]		[1 0]
[0.4934328 0.5065672]		[1 0]
[0.39981645 0.6001836 ]		[0 1]
[0.8227758 0.1772242]		[1 0]
[0.59526527 0.40473476]		[1 0]
[0.39780483 0.6021951 ]		[1 0]
[0.06004913 0.93995094]		[0 1]
[0.5776874 0.4223126]		[0 1]
[0.5294001  0.47059995]		[1 0]
[0.88075405 0.11924595]		[1 0]
[0.7866716  0.21332838]		[1 0]
[0.55113816 0.44886184]		[0 1]
[0.48413557 0.5158644 ]		[1 0]
[0.13567735 0.8643226 ]		[0 1]
[0.48128933 0.5187107 ]		[0 1]
[0.32113716 0.67886287]		[1 0]
[0.26954827 0.73045176]		[0 1]
[0.8739388  0.12606117]		[1 0]
[0.5789461  0.42105386]		[1 0]
[0.9223536  0.07764632]		[1 0]
[0.5515563 0.4484437]		[1 0]
[0.84408045 0.15591961]		[1 0]
[0.6596245  0.34037548]		[1 0]
[0.3554595 0.6445405]		[0 1]
[0.8766192  0.12338073]		[1 0]
[0.5244694 0.4755306]		[0 1]
[0.6761575  0.32384253]		[1 0]
[0.14244801 0.857552  ]		[0 1]
[0.56327957 0.43672046]		[1 0]
[0.67976516 0.32023486]		[1 0]
[0.39893183 0.60106814]		[1 0]
[0.56094223 0.43905774]		[0 1]
[0.5200144  0.47998565]		[1 0]
[0.16172978 0.83827025]		[0 1]
[0.8277999  0.17220005]		[1 0]
[0.09844515 0.9015548 ]		[0 1]
[0.601867 0.398133]		[0 1]
[0.78707415 0.2129259 ]		[1 0]
[0.12230693 0.8776931 ]		[0 1]
[0.95495075 0.04504922]		[1 0]
[0.24001253 0.7599875 ]		[1 0]
[0.60455614 0.39544386]		[0 1]
[0.11749014 0.8825099 ]		[0 1]
[0.40650004 0.59349996]		[0 1]
[0.51026016 0.48973984]		[1 0]
[0.31002662 0.68997335]		[0 1]
[0.04269291 0.95730704]		[0 1]
[0.24179214 0.7582078 ]		[0 1]
[0.02962709 0.9703729 ]		[0 1]
[0.7801751  0.21982493]		[1 0]
[0.7819639  0.21803613]		[1 0]
[0.1924328 0.8075672]		[0 1]
[0.3837177 0.6162823]		[0 1]
[0.39377725 0.60622275]		[0 1]
[0.9376892  0.06231081]		[1 0]
[0.36900586 0.63099414]		[1 0]
[0.07644815 0.9235518 ]		[0 1]
[0.6955408  0.30445918]		[1 0]
[0.32168788 0.6783122 ]		[1 0]
[0.18665123 0.8133487 ]		[0 1]
[0.8558564  0.14414364]		[1 0]
[0.29922485 0.70077515]		[1 0]
[0.07619096 0.923809  ]		[0 1]
[0.62613946 0.37386054]		[0 1]
[0.01723211 0.9827679 ]		[0 1]
[0.8343189  0.16568118]		[1 0]
[0.5048217  0.49517825]		[1 0]
[0.39297175 0.60702825]		[1 0]
[0.43931267 0.5606873 ]		[0 1]
[0.40304884 0.5969511 ]		[1 0]
[0.28989407 0.71010596]		[1 0]
[0.23985007 0.76014984]		[0 1]
[0.08311555 0.9168845 ]		[0 1]
[0.18094952 0.81905043]		[0 1]
[0.28562778 0.71437216]		[0 1]
[0.52101636 0.4789837 ]		[0 1]
[0.42414188 0.5758582 ]		[0 1]
[0.33216867 0.66783136]		[0 1]
[0.43073   0.5692701]		[0 1]
[0.24582899 0.754171  ]		[0 1]
[0.06461041 0.9353895 ]		[0 1]
[0.7913882  0.20861182]		[1 0]
[0.588972   0.41102803]		[1 0]
[0.04952122 0.95047873]		[0 1]
[0.22409984 0.7759001 ]		[0 1]
[0.42481047 0.57518953]		[0 1]
[0.65367293 0.34632707]		[1 0]
[0.9728387  0.02716136]		[1 0]
[0.16884659 0.83115345]		[0 1]
[0.71336466 0.2866353 ]		[1 0]
[0.52390176 0.47609824]		[0 1]
[0.6091842  0.39081582]		[0 1]
[0.5541134  0.44588667]		[0 1]
[0.02683208 0.9731679 ]		[0 1]
[0.34783617 0.65216386]		[0 1]
[0.77726847 0.22273146]		[1 0]
[0.3820557  0.61794424]		[0 1]
[0.8748262  0.12517373]		[1 0]
[0.13639994 0.8636    ]		[0 1]
[0.4599556 0.5400443]		[0 1]
[0.826337   0.17366298]		[1 0]
[0.6356058 0.3643942]		[0 1]
[0.8275171 0.1724829]		[1 0]
[0.19270378 0.80729616]		[0 1]
[0.28086704 0.719133  ]		[0 1]
[0.2039824 0.7960175]		[0 1]
[0.7458459  0.25415406]		[1 0]
[0.07855985 0.9214402 ]		[0 1]
[0.68385375 0.31614625]		[1 0]
[0.82849723 0.1715028 ]		[1 0]
[0.04407923 0.95592076]		[0 1]
[0.5477888  0.45221123]		[0 1]
[0.2194424 0.7805576]		[0 1]
[0.5645422 0.4354578]		[1 0]
[0.75667363 0.24332641]		[0 1]
[0.2941148 0.7058852]		[0 1]
[0.3518222 0.6481778]		[0 1]
[0.22404152 0.7759585 ]		[1 0]
[0.5740444 0.4259556]		[1 0]
[0.9575054  0.04249467]		[1 0]
[0.63508564 0.36491436]		[1 0]
[0.9032522  0.09674774]		[1 0]
[0.2946572  0.70534277]		[1 0]
[0.08160174 0.9183983 ]		[0 1]
[0.7495258 0.2504742]		[1 0]
