PREDICTED		ACTUAL
[0.6716804  0.32831955]		[1 0]
[0.37509215 0.62490785]		[1 0]
[0.8566863 0.1433137]		[0 1]
[0.05981722 0.9401828 ]		[0 1]
[0.6340964  0.36590365]		[0 1]
[0.445111   0.55488896]		[0 1]
[0.82652485 0.17347519]		[1 0]
[0.14852718 0.8514728 ]		[0 1]
[0.33467767 0.66532236]		[0 1]
[0.9575488  0.04245121]		[1 0]
[0.95951337 0.0404866 ]		[1 0]
[0.14825222 0.85174775]		[1 0]
[0.96893746 0.03106257]		[1 0]
[0.78252614 0.21747394]		[1 0]
[0.4767782  0.52322173]		[1 0]
[0.965905   0.03409494]		[1 0]
[0.22727816 0.7727218 ]		[0 1]
[0.36373428 0.6362657 ]		[0 1]
[0.02238709 0.9776129 ]		[0 1]
[0.4348124 0.5651876]		[0 1]
[0.4737125 0.5262875]		[1 0]
[0.78237534 0.21762466]		[0 1]
[0.73478407 0.26521593]		[1 0]
[0.9429425  0.05705744]		[1 0]
[0.9310096  0.06899041]		[1 0]
[0.670213   0.32978708]		[1 0]
[0.2580397  0.74196035]		[0 1]
[0.4961696 0.5038305]		[1 0]
[0.5671933  0.43280673]		[0 1]
[0.95272505 0.04727495]		[1 0]
[0.22147407 0.77852595]		[0 1]
[0.22208299 0.7779171 ]		[0 1]
[0.3586546 0.6413454]		[0 1]
[0.62732995 0.37267005]		[1 0]
[0.84980386 0.15019608]		[1 0]
[0.8597332  0.14026675]		[1 0]
[0.7521816  0.24781843]		[1 0]
[0.575121   0.42487904]		[1 0]
[0.17053369 0.8294663 ]		[0 1]
[0.9694132  0.03058681]		[1 0]
[0.8327048  0.16729525]		[0 1]
[0.4694482 0.5305518]		[1 0]
[0.26529264 0.73470736]		[0 1]
[0.36692286 0.63307714]		[0 1]
[0.69755524 0.30244482]		[1 0]
[0.465756   0.53424394]		[1 0]
[0.21351403 0.786486  ]		[0 1]
[0.66616184 0.33383822]		[1 0]
[0.01357809 0.98642194]		[0 1]
[0.8544473  0.14555272]		[1 0]
[0.47737873 0.5226212 ]		[1 0]
[0.13772564 0.8622743 ]		[0 1]
[0.47156528 0.5284347 ]		[0 1]
[0.261743   0.73825705]		[0 1]
[0.72938174 0.27061817]		[1 0]
[0.83785987 0.16214007]		[1 0]
[0.959689   0.04031102]		[1 0]
[0.44156277 0.5584373 ]		[0 1]
[0.5447026  0.45529744]		[1 0]
[0.95048726 0.04951269]		[1 0]
[0.96817553 0.0318244 ]		[1 0]
[0.1151988 0.8848012]		[0 1]
[0.59176606 0.40823394]		[0 1]
[0.10998195 0.89001805]		[1 0]
[0.30569234 0.6943076 ]		[1 0]
[0.13353112 0.8664689 ]		[0 1]
[0.53063595 0.46936405]		[1 0]
[0.03562337 0.9643766 ]		[0 1]
[0.34785953 0.65214044]		[1 0]
[0.36314487 0.6368551 ]		[1 0]
[0.4074184  0.59258157]		[0 1]
[0.6690219 0.3309781]		[0 1]
[0.81602174 0.18397824]		[0 1]
[0.350459  0.6495409]		[0 1]
[0.46337217 0.5366278 ]		[1 0]
[0.88676023 0.11323976]		[0 1]
[0.11295715 0.8870428 ]		[0 1]
[0.01899084 0.9810091 ]		[0 1]
[0.08366141 0.9163386 ]		[0 1]
[0.543995   0.45600492]		[1 0]
[0.77745736 0.22254263]		[1 0]
[0.9373593  0.06264076]		[1 0]
[0.6128787  0.38712132]		[1 0]
[0.9231981  0.07680187]		[1 0]
[0.934222 0.065778]		[1 0]
[0.49819693 0.5018031 ]		[1 0]
[0.594754   0.40524605]		[1 0]
[0.6758113  0.32418868]		[1 0]
[0.03884724 0.9611528 ]		[0 1]
[0.5103048  0.48969516]		[0 1]
[0.21646732 0.7835327 ]		[1 0]
[0.904875   0.09512503]		[1 0]
[0.25735983 0.7426402 ]		[0 1]
[0.8172744  0.18272562]		[1 0]
[0.87132156 0.12867849]		[0 1]
[0.1268097 0.8731903]		[0 1]
[0.5390417  0.46095836]		[1 0]
[0.1324488  0.86755127]		[0 1]
[0.73445296 0.26554704]		[0 1]
[0.8027002  0.19729978]		[1 0]
[0.37649712 0.6235029 ]		[0 1]
[0.49741477 0.50258523]		[1 0]
[0.10853708 0.8914629 ]		[0 1]
[0.61329836 0.38670158]		[0 1]
[0.96615833 0.0338416 ]		[1 0]
[0.30538186 0.6946181 ]		[0 1]
[0.03256723 0.9674328 ]		[0 1]
[0.65714055 0.34285942]		[0 1]
[0.16021195 0.8397881 ]		[0 1]
[0.6617374  0.33826256]		[0 1]
[0.3492961 0.6507039]		[0 1]
[0.31991467 0.68008536]		[1 0]
[0.9125555 0.0874445]		[1 0]
[0.8805103  0.11948972]		[1 0]
[0.708474   0.29152602]		[0 1]
[0.14288934 0.8571107 ]		[0 1]
[0.69653136 0.3034686 ]		[0 1]
[0.25685278 0.74314725]		[0 1]
[0.5814884 0.4185117]		[0 1]
[0.02290119 0.97709876]		[0 1]
[0.7516471  0.24835287]		[1 0]
[0.48531312 0.5146868 ]		[0 1]
[0.88248134 0.11751872]		[1 0]
[0.2605837  0.73941624]		[0 1]
[0.65025115 0.3497488 ]		[1 0]
[0.60628116 0.39371884]		[0 1]
[0.3969771 0.6030229]		[0 1]
[0.83988905 0.16011088]		[0 1]
[0.691964 0.308036]		[1 0]
[0.31787747 0.68212247]		[0 1]
[0.30919528 0.6908048 ]		[1 0]
[0.5633431  0.43665692]		[0 1]
[0.69471174 0.3052883 ]		[1 0]
[0.15983315 0.84016687]		[0 1]
[0.94762933 0.05237063]		[1 0]
[0.46670058 0.53329945]		[0 1]
[0.93593806 0.06406188]		[1 0]
[0.17297584 0.82702416]		[0 1]
[0.9195096  0.08049044]		[1 0]
[0.96361357 0.03638641]		[1 0]
[0.7925487  0.20745131]		[1 0]
[0.54077977 0.45922026]		[0 1]
[0.50681674 0.49318326]		[1 0]
[0.2979106 0.7020894]		[0 1]
[0.8411864  0.15881357]		[1 0]
[0.66376406 0.33623597]		[0 1]
[0.7113019  0.28869817]		[1 0]
[0.8252556  0.17474447]		[1 0]
[0.6191536  0.38084632]		[0 1]
[0.6401947 0.3598053]		[1 0]
[0.6867744  0.31322557]		[1 0]
[0.28575006 0.7142499 ]		[0 1]
[0.587966   0.41203395]		[1 0]
[0.551997 0.448003]		[0 1]
[0.68462574 0.31537426]		[1 0]
[0.47093734 0.52906275]		[1 0]
[0.51749027 0.48250976]		[0 1]
[0.3055186  0.69448143]		[1 0]
[0.5540559  0.44594413]		[1 0]
[0.02195483 0.9780451 ]		[1 0]
[0.63294286 0.3670572 ]		[1 0]
[0.6381162 0.3618838]		[1 0]
[0.44926935 0.5507307 ]		[1 0]
[0.6370773  0.36292276]		[0 1]
[0.8729731  0.12702695]		[1 0]
[0.5497347 0.4502653]		[1 0]
[0.9686668  0.03133321]		[1 0]
[0.05212909 0.94787085]		[0 1]
[0.57862544 0.42137453]		[0 1]
[0.5383412  0.46165884]		[1 0]
[0.30918655 0.6908135 ]		[1 0]
[0.77905375 0.22094616]		[1 0]
[0.13485174 0.86514825]		[0 1]
[0.81905085 0.18094914]		[1 0]
[0.7026509  0.29734907]		[0 1]
[0.7539714  0.24602859]		[1 0]
[0.04264418 0.9573558 ]		[0 1]
[0.9689143  0.03108571]		[1 0]
[0.5894428 0.4105572]		[1 0]
[0.28876537 0.71123457]		[1 0]
[0.5526083 0.4473917]		[1 0]
[0.9379553  0.06204466]		[0 1]
[0.17825752 0.82174253]		[0 1]
[0.05153159 0.9484684 ]		[0 1]
[0.38608998 0.61391   ]		[1 0]
[0.80306375 0.1969362 ]		[1 0]
[0.3381147  0.66188526]		[0 1]
[0.7760599  0.22394006]		[1 0]
[0.234225  0.7657749]		[0 1]
[0.25053048 0.74946946]		[1 0]
[0.95027655 0.04972341]		[1 0]
[0.9683509  0.03164911]		[1 0]
[0.9239369  0.07606304]		[1 0]
[0.35703468 0.64296526]		[0 1]
[0.57155466 0.42844537]		[1 0]
[0.9309663 0.0690337]		[1 0]
[0.4285716  0.57142836]		[1 0]
[0.6447093  0.35529065]		[0 1]
[0.26849973 0.73150027]		[1 0]
[0.4006677  0.59933233]		[0 1]
[0.1756688 0.8243312]		[1 0]
[0.2425188  0.75748116]		[0 1]
[0.07883184 0.9211682 ]		[0 1]
[0.8531844  0.14681557]		[1 0]
[0.7086004  0.29139957]		[1 0]
[0.9321726  0.06782748]		[0 1]
[0.5197197  0.48028034]		[0 1]
[0.9715441  0.02845596]		[1 0]
[0.6247419  0.37525806]		[1 0]
[0.38437137 0.6156286 ]		[0 1]
[0.8071746  0.19282538]		[1 0]
[0.6951677  0.30483225]		[1 0]
[0.54254353 0.45745656]		[1 0]
[0.11632957 0.8836704 ]		[0 1]
[0.6197811 0.3802189]		[0 1]
[0.59476423 0.4052358 ]		[1 0]
[0.9047398  0.09526021]		[1 0]
[0.42092964 0.5790704 ]		[1 0]
[0.73745614 0.2625438 ]		[0 1]
[0.7296791  0.27032086]		[1 0]
[0.18642026 0.8135798 ]		[0 1]
[0.46280506 0.53719497]		[0 1]
[0.5839845 0.4160155]		[1 0]
[0.20214078 0.7978592 ]		[0 1]
[0.93723685 0.06276318]		[1 0]
[0.6707259 0.3292741]		[1 0]
[0.9627134  0.03728655]		[1 0]
[0.6828254 0.3171746]		[1 0]
[0.81298375 0.18701619]		[1 0]
[0.6969053  0.30309469]		[1 0]
[0.5630031 0.4369969]		[0 1]
[0.9188807  0.08111934]		[1 0]
[0.7003739 0.2996261]		[0 1]
[0.6555584  0.34444162]		[1 0]
[0.18983814 0.8101619 ]		[0 1]
[0.6711875  0.32881248]		[1 0]
[0.8152242  0.18477581]		[1 0]
[0.6160016 0.3839983]		[1 0]
[0.46858338 0.5314167 ]		[0 1]
[0.7399642  0.26003578]		[1 0]
[0.1902793  0.80972075]		[0 1]
[0.8331768  0.16682325]		[1 0]
[0.09145612 0.90854394]		[0 1]
[0.68398964 0.31601027]		[0 1]
[0.8753297  0.12467037]		[1 0]
[0.12780403 0.87219596]		[0 1]
[0.9132895  0.08671054]		[1 0]
[0.32592306 0.6740769 ]		[1 0]
[0.6097189  0.39028108]		[0 1]
[0.1005546  0.89944535]		[0 1]
[0.3133062  0.68669385]		[0 1]
[0.4975653 0.5024347]		[1 0]
[0.22061463 0.7793853 ]		[0 1]
[0.02426969 0.9757303 ]		[0 1]
[0.17300524 0.8269948 ]		[0 1]
[0.05762331 0.94237673]		[0 1]
[0.9393456  0.06065435]		[1 0]
[0.8546332 0.1453668]		[1 0]
[0.30758163 0.6924184 ]		[0 1]
[0.44055054 0.5594495 ]		[0 1]
[0.44015813 0.5598418 ]		[0 1]
[0.93481475 0.06518523]		[1 0]
[0.66492414 0.33507583]		[1 0]
[0.03091187 0.96908814]		[0 1]
[0.7234912  0.27650884]		[1 0]
[0.54791236 0.45208767]		[1 0]
[0.21212791 0.7878721 ]		[0 1]
[0.95106155 0.04893851]		[1 0]
[0.24899368 0.7510063 ]		[1 0]
[0.244527 0.755473]		[0 1]
[0.7114947  0.28850532]		[0 1]
[0.03130699 0.96869296]		[0 1]
[0.8862459  0.11375406]		[1 0]
[0.69571996 0.30428004]		[1 0]
[0.36726195 0.63273805]		[1 0]
[0.6327927  0.36720726]		[0 1]
[0.5187583  0.48124173]		[1 0]
[0.38945115 0.61054885]		[1 0]
[0.287057 0.712943]		[0 1]
[0.1467213  0.85327864]		[0 1]
[0.23371997 0.76628   ]		[0 1]
[0.35612294 0.643877  ]		[0 1]
[0.5937123  0.40628776]		[0 1]
[0.54252875 0.45747122]		[0 1]
[0.37347358 0.6265264 ]		[0 1]
[0.54687744 0.45312253]		[0 1]
[0.41295826 0.58704174]		[0 1]
[0.05665082 0.9433492 ]		[0 1]
[0.85284984 0.14715013]		[1 0]
[0.6009094  0.39909062]		[1 0]
[0.02968513 0.97031486]		[0 1]
[0.14579886 0.85420114]		[0 1]
[0.26501772 0.7349823 ]		[0 1]
[0.4303757 0.5696243]		[1 0]
[0.97585684 0.02414319]		[1 0]
[0.23969075 0.7603093 ]		[0 1]
[0.7072508 0.2927492]		[1 0]
[0.638363   0.36163706]		[0 1]
[0.5607979  0.43920204]		[0 1]
[0.7552657  0.24473427]		[0 1]
[0.02159595 0.978404  ]		[0 1]
[0.4917154 0.5082845]		[0 1]
[0.83863294 0.16136704]		[1 0]
[0.46179643 0.53820354]		[0 1]
[0.8700095  0.12999053]		[1 0]
[0.18939745 0.81060255]		[0 1]
[0.24800707 0.751993  ]		[0 1]
[0.9021319  0.09786805]		[1 0]
[0.54561627 0.45438373]		[0 1]
[0.85520905 0.1447909 ]		[1 0]
[0.21004623 0.7899537 ]		[0 1]
[0.35396752 0.6460325 ]		[0 1]
[0.24289602 0.7571039 ]		[0 1]
[0.8840103  0.11598966]		[1 0]
[0.04871737 0.9512826 ]		[0 1]
[0.82861793 0.17138205]		[1 0]
[0.83536065 0.16463931]		[1 0]
[0.05405803 0.945942  ]		[0 1]
[0.709988   0.29001206]		[0 1]
[0.28136402 0.71863604]		[0 1]
[0.75066453 0.24933545]		[1 0]
[0.62621987 0.3737801 ]		[0 1]
[0.32012793 0.67987204]		[0 1]
[0.31691825 0.68308175]		[0 1]
[0.3273719  0.67262816]		[1 0]
[0.68813163 0.31186834]		[1 0]
[0.9459197  0.05408031]		[1 0]
[0.8479565  0.15204348]		[1 0]
[0.8989361  0.10106395]		[1 0]
[0.46723092 0.53276914]		[1 0]
[0.13064678 0.8693532 ]		[0 1]
[0.9002061  0.09979389]		[1 0]
[0.18494272 0.8150573 ]		[0 1]
[0.10742782 0.8925721 ]		[0 1]
