PREDICTED		ACTUAL
[0.19246072 0.8075393 ]		[0 1]
[0.36826497 0.631735  ]		[0 1]
[0.41558918 0.58441085]		[0 1]
[0.3737572  0.62624276]		[1 0]
[0.3693036  0.63069636]		[1 0]
[0.47271833 0.5272817 ]		[0 1]
[0.33596393 0.66403604]		[1 0]
[0.35762128 0.64237875]		[0 1]
[0.5337074  0.46629262]		[1 0]
[0.787702   0.21229804]		[1 0]
[0.11379114 0.88620883]		[0 1]
[0.42910567 0.5708944 ]		[0 1]
[0.52545065 0.4745494 ]		[0 1]
[0.38642028 0.61357975]		[1 0]
[0.8936125  0.10638751]		[1 0]
[0.06574575 0.9342542 ]		[0 1]
[0.6374177  0.36258236]		[1 0]
[0.23658223 0.7634177 ]		[0 1]
[0.3883048 0.6116952]		[0 1]
[0.93400663 0.06599329]		[0 1]
[0.8612835 0.1387165]		[1 0]
[0.39283174 0.60716826]		[0 1]
[0.79381454 0.2061855 ]		[1 0]
[0.5525333  0.44746667]		[0 1]
[0.13746585 0.86253417]		[0 1]
[0.86391157 0.13608848]		[0 1]
[0.39067233 0.6093277 ]		[1 0]
[0.6949904 0.3050096]		[0 1]
[0.09932668 0.9006733 ]		[0 1]
[0.3181748 0.6818252]		[1 0]
[0.7604982  0.23950177]		[1 0]
[0.316584   0.68341607]		[1 0]
[0.74965596 0.25034407]		[1 0]
[0.11815655 0.88184345]		[1 0]
[0.86668396 0.13331604]		[1 0]
[0.8835107 0.1164893]		[1 0]
[0.5686193  0.43138072]		[1 0]
[0.4722207  0.52777934]		[1 0]
[0.52203053 0.47796944]		[0 1]
[0.73310626 0.26689377]		[1 0]
[0.64608425 0.35391575]		[1 0]
[0.7425655  0.25743455]		[1 0]
[0.7958511 0.2041489]		[1 0]
[0.05782581 0.94217414]		[0 1]
[0.30707365 0.69292635]		[0 1]
[0.42476955 0.5752304 ]		[0 1]
[0.28917518 0.7108248 ]		[0 1]
[0.4131743 0.5868257]		[0 1]
[0.91946393 0.0805361 ]		[1 0]
[0.8468428  0.15315725]		[1 0]
[0.3167158 0.6832842]		[0 1]
[0.60397077 0.3960292 ]		[0 1]
[0.6630303  0.33696964]		[1 0]
[0.2926813 0.7073186]		[1 0]
[0.65224576 0.34775424]		[1 0]
[0.9356616  0.06433833]		[1 0]
[0.912623   0.08737694]		[1 0]
[0.7318275  0.26817247]		[0 1]
[0.06092164 0.9390784 ]		[0 1]
[0.86463845 0.13536161]		[1 0]
[0.71095246 0.28904754]		[1 0]
[0.5978663  0.40213373]		[0 1]
[0.51653856 0.48346147]		[1 0]
[0.45862383 0.5413762 ]		[0 1]
[0.151183 0.848817]		[0 1]
[0.4985254 0.5014746]		[1 0]
[0.44891727 0.55108273]		[1 0]
[0.48277166 0.5172283 ]		[0 1]
[0.7763929  0.22360715]		[1 0]
[0.61417675 0.38582322]		[1 0]
[0.4855779 0.5144221]		[0 1]
[0.07824554 0.9217545 ]		[0 1]
[0.54218864 0.4578114 ]		[1 0]
[0.7601197  0.23988025]		[1 0]
[0.6053752  0.39462483]		[0 1]
[0.29382306 0.70617694]		[0 1]
[0.6282617  0.37173826]		[1 0]
[0.35444513 0.64555484]		[0 1]
[0.32676703 0.673233  ]		[1 0]
[0.6087948  0.39120522]		[1 0]
[0.30381826 0.6961818 ]		[0 1]
[0.59418625 0.40581375]		[1 0]
[0.7538559  0.24614415]		[0 1]
[0.60231113 0.3976889 ]		[0 1]
[0.5429444  0.45705566]		[0 1]
[0.8090471  0.19095288]		[1 0]
[0.29220733 0.7077927 ]		[0 1]
[0.45241946 0.54758054]		[0 1]
[0.39079508 0.60920495]		[1 0]
[0.53847957 0.46152037]		[0 1]
[0.43202087 0.5679791 ]		[0 1]
[0.64262986 0.35737014]		[1 0]
[0.67689276 0.32310727]		[1 0]
[0.76352155 0.23647848]		[1 0]
[0.28287968 0.7171203 ]		[0 1]
[0.1967806 0.8032194]		[0 1]
[0.36907873 0.63092124]		[0 1]
[0.3655657  0.63443434]		[1 0]
[0.09555031 0.9044497 ]		[0 1]
[0.3974742  0.60252583]		[0 1]
[0.7257031  0.27429688]		[0 1]
[0.77242094 0.22757909]		[1 0]
[0.7632931  0.23670694]		[0 1]
[0.2250898 0.7749103]		[1 0]
[0.304279   0.69572103]		[0 1]
[0.20574632 0.7942537 ]		[0 1]
[0.4619969 0.5380031]		[1 0]
[0.4788802 0.5211198]		[1 0]
[0.63379925 0.36620075]		[1 0]
[0.84355134 0.15644865]		[1 0]
[0.18225737 0.8177426 ]		[1 0]
[0.55066425 0.4493357 ]		[0 1]
[0.9153757  0.08462436]		[1 0]
[0.59816825 0.40183175]		[0 1]
[0.69645447 0.30354556]		[1 0]
[0.418152 0.581848]		[0 1]
[0.55643016 0.44356978]		[1 0]
[0.84692764 0.15307242]		[0 1]
[0.37959772 0.6204023 ]		[1 0]
[0.86031896 0.13968104]		[1 0]
[0.6627303  0.33726966]		[0 1]
[0.689272   0.31072804]		[0 1]
[0.61218053 0.38781947]		[0 1]
[0.1780898 0.8219102]		[1 0]
[0.6844713 0.3155287]		[1 0]
[0.23090959 0.76909035]		[0 1]
[0.6858774  0.31412262]		[1 0]
[0.27992243 0.7200775 ]		[0 1]
[0.20771365 0.7922864 ]		[0 1]
[0.54562384 0.45437616]		[0 1]
[0.7362492  0.26375076]		[1 0]
[0.22868703 0.7713129 ]		[0 1]
[0.836482   0.16351798]		[0 1]
[0.72361046 0.27638945]		[1 0]
[0.22452874 0.7754712 ]		[1 0]
[0.5341596  0.46584043]		[0 1]
[0.67005503 0.3299449 ]		[1 0]
[0.6990101  0.30098993]		[1 0]
[0.5540996  0.44590044]		[1 0]
[0.78241223 0.21758771]		[0 1]
[0.6671952  0.33280483]		[1 0]
[0.69866055 0.3013394 ]		[1 0]
[0.62491494 0.3750851 ]		[1 0]
[0.92197955 0.07802047]		[1 0]
[0.93342537 0.0665746 ]		[1 0]
[0.7501749  0.24982512]		[1 0]
[0.9014076  0.09859242]		[1 0]
[0.7674304  0.23256958]		[1 0]
[0.71866184 0.28133807]		[1 0]
[0.54079556 0.45920438]		[0 1]
[0.8587584  0.14124157]		[1 0]
[0.67729026 0.32270968]		[1 0]
[0.93149996 0.06850006]		[1 0]
[0.53571564 0.4642844 ]		[1 0]
[0.7271152  0.27288485]		[0 1]
[0.15008968 0.8499103 ]		[0 1]
[0.77049905 0.22950093]		[1 0]
[0.28078166 0.7192183 ]		[0 1]
[0.79568046 0.2043195 ]		[1 0]
[0.7162478  0.28375223]		[1 0]
[0.6498569  0.35014307]		[1 0]
[0.09055515 0.9094448 ]		[0 1]
[0.5982822  0.40171775]		[0 1]
[0.27099723 0.7290028 ]		[0 1]
[0.3288675  0.67113245]		[0 1]
[0.48345444 0.51654565]		[0 1]
[0.4930696 0.5069304]		[1 0]
[0.4455605  0.55443954]		[1 0]
[0.09874254 0.90125746]		[0 1]
[0.6520168  0.34798315]		[1 0]
[0.5230376 0.4769624]		[1 0]
[0.9086354  0.09136461]		[1 0]
[0.44146785 0.5585322 ]		[0 1]
[0.14895631 0.85104364]		[0 1]
[0.14292462 0.8570754 ]		[0 1]
[0.46368593 0.5363141 ]		[0 1]
[0.39083126 0.6091687 ]		[0 1]
[0.2849069 0.7150931]		[0 1]
[0.24816859 0.7518314 ]		[0 1]
[0.787495 0.212505]		[1 0]
[0.05469107 0.9453089 ]		[0 1]
[0.73326147 0.26673856]		[0 1]
[0.92438203 0.07561798]		[1 0]
[0.91767687 0.08232319]		[1 0]
[0.2413741  0.75862586]		[0 1]
[0.38944665 0.6105533 ]		[1 0]
[0.559183   0.44081706]		[0 1]
[0.6370127  0.36298734]		[1 0]
[0.14752741 0.85247254]		[0 1]
[0.06936322 0.93063676]		[0 1]
[0.7782285 0.2217715]		[0 1]
[0.73126864 0.2687314 ]		[1 0]
[0.935823   0.06417698]		[1 0]
[0.41987115 0.5801289 ]		[1 0]
[0.89205235 0.10794763]		[1 0]
[0.3338487  0.66615134]		[0 1]
[0.2400749 0.7599251]		[0 1]
[0.14705984 0.8529401 ]		[0 1]
[0.87301755 0.12698247]		[0 1]
[0.82322127 0.17677876]		[1 0]
[0.47576895 0.5242311 ]		[0 1]
[0.8689814  0.13101852]		[1 0]
[0.101659   0.89834106]		[0 1]
[0.3179789 0.6820211]		[0 1]
[0.7500771  0.24992293]		[1 0]
[0.7567729  0.24322711]		[1 0]
[0.76187515 0.23812488]		[0 1]
[0.3328995 0.6671004]		[0 1]
[0.7644741  0.23552589]		[0 1]
[0.5431755  0.45682445]		[0 1]
[0.9275643  0.07243565]		[1 0]
[0.20605806 0.793942  ]		[0 1]
[0.4865297  0.51347035]		[0 1]
[0.9307755  0.06922442]		[1 0]
[0.90443254 0.0955675 ]		[1 0]
[0.3267353  0.67326474]		[1 0]
[0.9343806  0.06561942]		[1 0]
[0.80656844 0.19343151]		[1 0]
[0.68935317 0.31064677]		[1 0]
[0.93277276 0.06722727]		[1 0]
[0.31655985 0.6834401 ]		[0 1]
[0.5220484  0.47795162]		[0 1]
[0.05617928 0.9438208 ]		[0 1]
[0.31254715 0.68745285]		[0 1]
[0.6296193 0.3703807]		[1 0]
[0.5637569  0.43624306]		[0 1]
[0.8405844 0.1594156]		[1 0]
[0.84316057 0.15683937]		[1 0]
[0.9356817  0.06431834]		[1 0]
[0.49281323 0.5071868 ]		[1 0]
[0.3478533 0.6521467]		[0 1]
[0.6680052  0.33199477]		[1 0]
[0.8134585  0.18654145]		[0 1]
[0.7666043 0.2333957]		[1 0]
[0.2545763  0.74542373]		[0 1]
[0.22953284 0.7704671 ]		[0 1]
[0.3826642 0.6173358]		[0 1]
[0.7433441  0.25665584]		[1 0]
[0.75313085 0.24686916]		[1 0]
[0.90450585 0.09549409]		[1 0]
[0.84134346 0.15865661]		[1 0]
[0.56132054 0.43867943]		[1 0]
[0.4382639 0.5617361]		[0 1]
[0.93836385 0.06163614]		[1 0]
[0.67547745 0.32452255]		[0 1]
[0.45567134 0.54432863]		[1 0]
[0.29250082 0.70749915]		[0 1]
[0.2301789 0.7698211]		[0 1]
[0.6990466 0.3009534]		[1 0]
[0.32976264 0.67023736]		[1 0]
[0.19836167 0.8016383 ]		[0 1]
[0.7242218 0.2757781]		[1 0]
[0.05695424 0.94304574]		[0 1]
[0.79391724 0.20608276]		[1 0]
[0.40158772 0.5984123 ]		[1 0]
[0.78519887 0.21480115]		[0 1]
[0.6499144  0.35008562]		[0 1]
[0.254735   0.74526507]		[0 1]
[0.51013863 0.4898614 ]		[1 0]
[0.68769205 0.31230795]		[1 0]
[0.9297772  0.07022282]		[1 0]
[0.35690102 0.64309895]		[0 1]
[0.44197747 0.55802256]		[1 0]
[0.9344897  0.06551025]		[1 0]
[0.9301242  0.06987574]		[1 0]
[0.3255977  0.67440236]		[0 1]
[0.5188523  0.48114774]		[0 1]
[0.17264433 0.8273557 ]		[1 0]
[0.325791   0.67420906]		[1 0]
[0.71041805 0.28958195]		[0 1]
[0.7135556  0.28644437]		[1 0]
[0.05737964 0.9426204 ]		[0 1]
[0.24442874 0.7555713 ]		[1 0]
[0.37973437 0.62026554]		[1 0]
[0.6376524 0.3623476]		[0 1]
[0.57066566 0.4293344 ]		[0 1]
[0.7847233  0.21527673]		[0 1]
[0.49710554 0.5028944 ]		[0 1]
[0.61719966 0.38280034]		[1 0]
[0.7754045  0.22459556]		[0 1]
[0.32960284 0.6703971 ]		[0 1]
[0.05662097 0.9433791 ]		[0 1]
[0.13122234 0.8687777 ]		[0 1]
[0.7887394  0.21126054]		[1 0]
[0.5307193  0.46928072]		[1 0]
[0.87244177 0.12755822]		[1 0]
[0.5098407  0.49015927]		[1 0]
[0.7532947  0.24670526]		[1 0]
[0.8687534  0.13124664]		[1 0]
[0.69863546 0.30136457]		[1 0]
[0.46263295 0.53736705]		[1 0]
[0.5422289  0.45777115]		[1 0]
[0.1241263 0.8758736]		[0 1]
[0.27892107 0.72107893]		[0 1]
[0.36316073 0.6368392 ]		[1 0]
[0.74965733 0.25034267]		[1 0]
[0.42694804 0.573052  ]		[0 1]
[0.62261426 0.3773857 ]		[1 0]
[0.9112554  0.08874465]		[0 1]
[0.08726384 0.91273624]		[0 1]
[0.5395407 0.4604593]		[1 0]
[0.09684945 0.90315056]		[0 1]
[0.62462205 0.3753779 ]		[0 1]
[0.68435615 0.31564385]		[1 0]
[0.28799647 0.7120035 ]		[0 1]
[0.6525797  0.34742028]		[1 0]
[0.4116618 0.5883382]		[0 1]
[0.461865   0.53813493]		[0 1]
[0.93094546 0.06905451]		[1 0]
[0.25444117 0.7455588 ]		[0 1]
[0.09468919 0.9053108 ]		[0 1]
[0.7098419  0.29015806]		[0 1]
[0.6258368 0.3741632]		[0 1]
[0.3485512 0.6514488]		[0 1]
[0.34702656 0.6529734 ]		[0 1]
[0.27257845 0.7274216 ]		[1 0]
[0.872995   0.12700504]		[1 0]
[0.8817232  0.11827675]		[1 0]
[0.81787735 0.18212265]		[0 1]
[0.43554977 0.5644502 ]		[0 1]
[0.34075603 0.659244  ]		[0 1]
[0.29862058 0.70137936]		[0 1]
[0.64332044 0.35667953]		[0 1]
[0.10268711 0.8973128 ]		[0 1]
[0.5627584  0.43724167]		[1 0]
[0.67580163 0.32419837]		[0 1]
[0.90061516 0.09938482]		[1 0]
[0.50115687 0.49884316]		[0 1]
[0.46837234 0.53162766]		[1 0]
[0.7073319 0.2926681]		[0 1]
[0.5341303  0.46586967]		[0 1]
[0.6024953 0.3975047]		[0 1]
[0.7598531 0.2401469]		[1 0]
[0.33109322 0.66890675]		[0 1]
[0.4159449  0.58405507]		[1 0]
[0.6042886 0.3957115]		[0 1]
[0.6893996  0.31060043]		[1 0]
[0.2951662 0.7048338]		[0 1]
[0.8343377  0.16566235]		[1 0]
[0.5585152  0.44148475]		[0 1]
[0.7192721  0.28072792]		[1 0]
[0.26125234 0.73874766]		[0 1]
[0.7605384  0.23946157]		[1 0]
[0.92827225 0.07172772]		[1 0]
[0.8367215  0.16327858]		[1 0]
[0.4116415 0.5883586]		[0 1]
[0.58756465 0.4124353 ]		[1 0]
[0.27819496 0.72180504]		[0 1]
[0.87758183 0.12241816]		[1 0]
[0.26087913 0.7391209 ]		[0 1]
[0.4643509  0.53564906]		[1 0]
[0.5983972 0.4016028]		[1 0]
[0.5182064  0.48179358]		[0 1]
[0.8055891  0.19441094]		[1 0]
[0.6280461 0.3719539]		[1 0]
[0.5054995 0.4945005]		[0 1]
[0.36914265 0.6308573 ]		[1 0]
[0.68502665 0.31497335]		[0 1]
[0.3780056 0.6219944]		[1 0]
[0.5730412 0.4269588]		[1 0]
[0.46698824 0.53301173]		[0 1]
[0.32957014 0.6704298 ]		[1 0]
[0.7343104 0.2656896]		[1 0]
[0.07606492 0.92393506]		[1 0]
[0.622936   0.37706396]		[1 0]
[0.72938    0.27062005]		[1 0]
[0.38516542 0.61483455]		[1 0]
[0.56980133 0.43019864]		[0 1]
[0.7523305  0.24766959]		[1 0]
[0.48993415 0.5100659 ]		[1 0]
[0.9221179  0.07788213]		[1 0]
[0.17377622 0.8262238 ]		[0 1]
[0.60512346 0.39487654]		[0 1]
[0.70462614 0.2953739 ]		[1 0]
[0.34584185 0.6541581 ]		[1 0]
[0.7731892  0.22681084]		[1 0]
[0.45524883 0.54475117]		[0 1]
[0.7691646  0.23083533]		[1 0]
[0.62740684 0.3725932 ]		[0 1]
[0.5429232  0.45707676]		[1 0]
[0.15390265 0.8460974 ]		[0 1]
[0.93892443 0.06107553]		[1 0]
[0.54925716 0.45074287]		[1 0]
[0.19799793 0.8020021 ]		[1 0]
[0.5694558  0.43054414]		[1 0]
[0.6555258 0.3444741]		[0 1]
[0.3711051 0.6288949]		[0 1]
[0.18085167 0.8191483 ]		[0 1]
[0.5908168  0.40918317]		[1 0]
[0.3676354  0.63236463]		[1 0]
[0.27876234 0.7212376 ]		[0 1]
[0.77131736 0.22868259]		[1 0]
[0.16783156 0.8321684 ]		[0 1]
[0.4587531 0.5412469]		[1 0]
[0.88951695 0.11048311]		[1 0]
[0.8971875  0.10281251]		[1 0]
[0.7682175  0.23178247]		[1 0]
[0.58083296 0.41916704]		[0 1]
[0.4185186 0.5814814]		[1 0]
[0.9373336  0.06266642]		[1 0]
[0.5848731  0.41512695]		[1 0]
[0.55535924 0.44464073]		[0 1]
[0.34503224 0.6549677 ]		[1 0]
[0.42385462 0.57614535]		[0 1]
[0.13165456 0.8683455 ]		[1 0]
[0.30044228 0.6995577 ]		[0 1]
[0.07603993 0.9239601 ]		[0 1]
[0.89730316 0.10269683]		[1 0]
[0.41292807 0.5870719 ]		[1 0]
[0.9187604  0.08123957]		[0 1]
[0.48175594 0.5182441 ]		[0 1]
[0.9263734  0.07362657]		[1 0]
[0.45367408 0.546326  ]		[1 0]
[0.45909083 0.5409091 ]		[0 1]
[0.7938043  0.20619568]		[1 0]
[0.45366865 0.54633135]		[1 0]
[0.4759732  0.52402675]		[1 0]
[0.30764678 0.6923532 ]		[0 1]
[0.5517305  0.44826955]		[0 1]
[0.6771713  0.32282865]		[1 0]
[0.77786016 0.22213985]		[1 0]
[0.8270201  0.17297986]		[1 0]
[0.91070515 0.08929483]		[0 1]
[0.5804106  0.41958946]		[1 0]
[0.10092868 0.89907134]		[0 1]
[0.52916276 0.47083718]		[0 1]
[0.58541805 0.41458195]		[1 0]
[0.24426673 0.75573325]		[0 1]
[0.7366866  0.26331344]		[1 0]
[0.5387521  0.46124795]		[1 0]
[0.93030536 0.06969459]		[1 0]
[0.56373554 0.4362645 ]		[1 0]
[0.8045299  0.19547005]		[1 0]
[0.4500366 0.5499635]		[1 0]
[0.5232144 0.4767855]		[0 1]
[0.7721676 0.2278324]		[1 0]
[0.6556046 0.3443954]		[0 1]
[0.66209304 0.33790687]		[1 0]
[0.21100327 0.7889967 ]		[0 1]
[0.42764565 0.5723543 ]		[1 0]
[0.5773455  0.42265448]		[1 0]
[0.73690873 0.2630913 ]		[1 0]
[0.6943399  0.30566016]		[0 1]
[0.6844454  0.31555456]		[1 0]
[0.12474193 0.875258  ]		[0 1]
[0.8489935  0.15100653]		[1 0]
[0.42527595 0.5747241 ]		[0 1]
[0.61499465 0.38500538]		[0 1]
[0.53553694 0.46446303]		[1 0]
[0.21272707 0.78727293]		[0 1]
[0.92163265 0.07836737]		[1 0]
[0.38288513 0.6171149 ]		[1 0]
[0.46793926 0.5320608 ]		[0 1]
[0.20567895 0.79432106]		[0 1]
[0.75533134 0.24466865]		[0 1]
[0.3781838  0.62181616]		[1 0]
[0.41851202 0.581488  ]		[0 1]
[0.08006359 0.9199365 ]		[0 1]
[0.26742092 0.7325791 ]		[0 1]
[0.05805337 0.94194657]		[0 1]
[0.6083197 0.3916803]		[1 0]
[0.66368467 0.33631527]		[1 0]
[0.3214185 0.6785815]		[0 1]
[0.40149346 0.59850657]		[0 1]
[0.5501864  0.44981363]		[0 1]
[0.9343511  0.06564884]		[1 0]
[0.66944474 0.33055526]		[1 0]
[0.16373369 0.8362663 ]		[0 1]
[0.583779   0.41622102]		[1 0]
[0.69781995 0.30218002]		[1 0]
[0.2352846 0.7647154]		[0 1]
[0.90224147 0.09775855]		[1 0]
[0.35103685 0.64896315]		[1 0]
[0.1595881  0.84041196]		[0 1]
[0.7141232  0.28587678]		[0 1]
[0.0642366 0.9357634]		[0 1]
[0.75119954 0.24880047]		[1 0]
[0.5421315  0.45786846]		[1 0]
[0.27865055 0.7213494 ]		[1 0]
[0.6167194  0.38328052]		[0 1]
[0.46394286 0.5360571 ]		[1 0]
[0.57981974 0.4201803 ]		[1 0]
[0.32193524 0.67806476]		[0 1]
[0.13672331 0.86327666]		[0 1]
[0.2539612 0.7460388]		[0 1]
[0.6847805  0.31521952]		[0 1]
[0.4849085 0.5150915]		[0 1]
[0.49555963 0.5044404 ]		[0 1]
[0.5854481  0.41455194]		[0 1]
[0.35218424 0.64781576]		[0 1]
[0.28197053 0.7180295 ]		[0 1]
[0.13908774 0.8609123 ]		[0 1]
[0.81785333 0.1821467 ]		[1 0]
[0.65928966 0.34071028]		[1 0]
[0.286996   0.71300405]		[0 1]
[0.17552106 0.8244789 ]		[0 1]
[0.55760497 0.44239503]		[0 1]
[0.47668043 0.5233196 ]		[1 0]
[0.9369629  0.06303716]		[1 0]
[0.35968944 0.6403105 ]		[0 1]
[0.688092   0.31190804]		[1 0]
[0.6265784  0.37342158]		[0 1]
[0.4311404  0.56885964]		[0 1]
[0.7453356  0.25466442]		[0 1]
[0.07236592 0.92763406]		[0 1]
[0.32382265 0.6761773 ]		[0 1]
[0.8195929 0.1804071]		[1 0]
[0.46504265 0.5349574 ]		[0 1]
[0.7119436  0.28805634]		[1 0]
[0.19687538 0.80312467]		[0 1]
[0.7570294  0.24297057]		[0 1]
[0.85294706 0.147053  ]		[1 0]
[0.80642664 0.19357331]		[0 1]
[0.6534609  0.34653905]		[1 0]
[0.42558745 0.5744125 ]		[0 1]
[0.36617607 0.63382393]		[0 1]
[0.28957528 0.71042466]		[0 1]
[0.8224453  0.17755476]		[1 0]
[0.25290152 0.74709845]		[0 1]
[0.8232382  0.17676175]		[1 0]
[0.86021554 0.13978444]		[1 0]
[0.2192966  0.78070337]		[0 1]
[0.82153976 0.17846021]		[0 1]
[0.3740944  0.62590563]		[0 1]
[0.89112985 0.10887021]		[1 0]
[0.6530154  0.34698468]		[0 1]
[0.250194 0.749806]		[0 1]
[0.5159638  0.48403627]		[0 1]
[0.2457386  0.75426143]		[1 0]
[0.7362129 0.2637871]		[1 0]
[0.9079474  0.09205259]		[1 0]
[0.7499613 0.2500387]		[1 0]
[0.8123147  0.18768537]		[1 0]
[0.60635895 0.39364105]		[1 0]
[0.08125196 0.9187481 ]		[0 1]
[0.8190957 0.1809043]		[1 0]
[0.20843801 0.79156196]		[0 1]
[0.1422725  0.85772747]		[0 1]
