PREDICTED		ACTUAL
[0.8480453  0.15195465]		[1 0]
[0.14575462 0.8542453 ]		[1 0]
[0.8492442  0.15075588]		[1 0]
[0.68407935 0.31592068]		[1 0]
[0.1307076 0.8692924]		[0 1]
[0.03443237 0.9655676 ]		[0 1]
[0.6576815  0.34231845]		[0 1]
[0.8676804  0.13231961]		[1 0]
[0.24747534 0.7525246 ]		[1 0]
[0.3888535 0.6111465]		[1 0]
[0.536012   0.46398798]		[0 1]
[0.55436283 0.4456372 ]		[1 0]
[0.36685666 0.63314337]		[1 0]
[0.1706668 0.8293332]		[0 1]
[0.01037162 0.98962843]		[0 1]
[0.27628988 0.7237101 ]		[0 1]
[0.04073679 0.9592632 ]		[0 1]
[0.46056008 0.5394399 ]		[0 1]
[0.27292424 0.7270758 ]		[0 1]
[0.3819663  0.61803377]		[0 1]
[0.3095969 0.6904031]		[0 1]
[0.96208733 0.03791261]		[1 0]
[0.58428943 0.41571057]		[1 0]
[0.2593672  0.74063283]		[0 1]
[0.06327018 0.93672985]		[0 1]
[0.5156046  0.48439535]		[1 0]
[0.83907914 0.1609209 ]		[1 0]
[0.2742952  0.72570485]		[0 1]
[0.17252225 0.82747775]		[0 1]
[0.38778844 0.6122115 ]		[1 0]
[0.14255762 0.85744244]		[0 1]
[0.70890063 0.2910994 ]		[1 0]
[0.16374232 0.8362577 ]		[0 1]
[0.29925993 0.7007401 ]		[0 1]
[0.23794118 0.76205885]		[0 1]
[0.38180575 0.6181943 ]		[1 0]
[0.2643675 0.7356325]		[1 0]
[0.37719068 0.6228093 ]		[0 1]
[0.18867543 0.81132454]		[1 0]
[0.36847964 0.63152033]		[0 1]
[0.58998793 0.4100121 ]		[1 0]
[0.84394413 0.15605587]		[1 0]
[0.11673331 0.8832667 ]		[0 1]
[0.38746658 0.6125334 ]		[0 1]
[0.5742801  0.42571992]		[0 1]
[0.47441602 0.52558404]		[1 0]
[0.84835505 0.15164496]		[1 0]
[0.06945281 0.9305471 ]		[0 1]
[0.6094944  0.39050567]		[1 0]
[0.15715083 0.84284914]		[0 1]
[0.4155439 0.5844561]		[0 1]
[0.94517833 0.05482164]		[0 1]
[0.86485356 0.13514642]		[1 0]
[0.16652988 0.83347017]		[0 1]
[0.6597303 0.3402697]		[1 0]
[0.32662258 0.6733774 ]		[0 1]
[0.09477875 0.9052213 ]		[0 1]
[0.6657072  0.33429283]		[0 1]
[0.45789766 0.5421023 ]		[1 0]
[0.5297681  0.47023192]		[0 1]
[0.08866955 0.91133046]		[0 1]
[0.30110806 0.69889194]		[1 0]
[0.6153086  0.38469136]		[1 0]
[0.23987463 0.76012534]		[1 0]
[0.7855917  0.21440826]		[1 0]
[0.27929187 0.7207082 ]		[1 0]
[0.69766843 0.3023316 ]		[1 0]
[0.80556226 0.19443779]		[1 0]
[0.70782894 0.29217112]		[1 0]
[0.73485655 0.26514342]		[1 0]
[0.31712347 0.6828765 ]		[0 1]
[0.8555932  0.14440683]		[1 0]
[0.6246906  0.37530938]		[1 0]
[0.50113463 0.49886537]		[1 0]
[0.75862306 0.24137689]		[1 0]
[0.07344083 0.92655915]		[0 1]
[0.2520526  0.74794734]		[0 1]
[0.13431104 0.8656889 ]		[0 1]
[0.3857074  0.61429256]		[0 1]
[0.27944678 0.72055316]		[0 1]
[0.8791623  0.12083774]		[1 0]
[0.91627556 0.08372445]		[1 0]
[0.31574678 0.6842532 ]		[0 1]
[0.68453264 0.31546733]		[0 1]
[0.5258966 0.4741034]		[1 0]
[0.26996627 0.7300337 ]		[1 0]
[0.59854645 0.40145355]		[1 0]
[0.9251489  0.07485112]		[1 0]
[0.7789297  0.22107029]		[1 0]
[0.6284345  0.37156552]		[0 1]
[0.04352218 0.9564778 ]		[0 1]
[0.8254387  0.17456132]		[1 0]
[0.49469763 0.50530237]		[1 0]
[0.38762704 0.61237293]		[0 1]
[0.7140504  0.28594956]		[1 0]
[0.3580263 0.6419737]		[0 1]
[0.15386744 0.8461326 ]		[0 1]
[0.8261485  0.17385143]		[1 0]
[0.26013565 0.73986435]		[1 0]
[0.5598742  0.44012585]		[0 1]
[0.74002564 0.25997436]		[1 0]
[0.24592566 0.75407434]		[1 0]
[0.35450038 0.6454996 ]		[0 1]
[0.10908186 0.89091814]		[0 1]
[0.5996088 0.4003913]		[1 0]
[0.5979608  0.40203923]		[1 0]
[0.7393116 0.2606884]		[0 1]
[0.3635131 0.6364869]		[0 1]
[0.7149648  0.28503516]		[1 0]
[0.34194213 0.6580578 ]		[0 1]
[0.5029706 0.4970294]		[1 0]
[0.69831973 0.30168027]		[1 0]
[0.3186259  0.68137413]		[0 1]
[0.71454257 0.28545743]		[1 0]
[0.4225152  0.57748485]		[0 1]
[0.6518904  0.34810954]		[0 1]
[0.49399492 0.5060051 ]		[0 1]
[0.599198   0.40080202]		[1 0]
[0.23026866 0.7697313 ]		[0 1]
[0.31352004 0.68648   ]		[0 1]
[0.3336451  0.66635484]		[1 0]
[0.47124913 0.52875084]		[0 1]
[0.24459209 0.75540787]		[0 1]
[0.27017638 0.7298236 ]		[1 0]
[0.62670535 0.37329462]		[1 0]
[0.49816543 0.5018346 ]		[1 0]
[0.21198998 0.78801006]		[0 1]
[0.12444752 0.8755525 ]		[0 1]
[0.19409233 0.8059077 ]		[0 1]
[0.5874803  0.41251963]		[1 0]
[0.1015315  0.89846855]		[0 1]
[0.16176395 0.83823603]		[0 1]
[0.68068874 0.31931126]		[0 1]
[0.85407245 0.14592758]		[1 0]
[0.8338931  0.16610691]		[0 1]
[0.3068983  0.69310164]		[1 0]
[0.5496821  0.45031795]		[0 1]
[0.32366696 0.676333  ]		[0 1]
[0.2673214 0.7326786]		[1 0]
[0.33434665 0.66565335]		[1 0]
[0.38775435 0.6122457 ]		[1 0]
[0.7183742  0.28162575]		[1 0]
[0.33565208 0.6643479 ]		[1 0]
[0.31168753 0.6883124 ]		[0 1]
[0.9031142 0.0968858]		[1 0]
[0.57520443 0.4247955 ]		[0 1]
[0.7918078 0.2081922]		[1 0]
[0.3407663  0.65923375]		[0 1]
[0.2625669 0.7374331]		[1 0]
[0.5890556 0.4109443]		[0 1]
[0.4600166 0.5399834]		[1 0]
[0.71627283 0.2837271 ]		[1 0]
[0.6700157  0.32998428]		[0 1]
[0.4939668 0.5060332]		[0 1]
[0.5753196 0.4246804]		[0 1]
[0.15519477 0.8448052 ]		[1 0]
[0.5287002  0.47129977]		[1 0]
[0.1504929 0.8495071]		[0 1]
[0.8056991 0.1943009]		[1 0]
[0.3204711  0.67952895]		[0 1]
[0.23807065 0.7619294 ]		[0 1]
[0.56159294 0.4384071 ]		[0 1]
[0.77926004 0.22073998]		[1 0]
[0.15988407 0.8401159 ]		[0 1]
[0.8173508  0.18264915]		[0 1]
[0.90114784 0.09885216]		[1 0]
[0.2725486  0.72745144]		[1 0]
[0.6427121  0.35728785]		[0 1]
[0.55842644 0.4415736 ]		[1 0]
[0.67479146 0.3252085 ]		[1 0]
[0.30219445 0.6978055 ]		[1 0]
[0.751172   0.24882807]		[0 1]
[0.7154203 0.2845797]		[1 0]
[0.6438653  0.35613465]		[1 0]
[0.5382847  0.46171528]		[1 0]
[0.87893826 0.1210617 ]		[1 0]
[0.9077709  0.09222914]		[1 0]
[0.778457   0.22154303]		[1 0]
[0.8350296  0.16497043]		[1 0]
[0.76227343 0.23772654]		[1 0]
[0.47384766 0.5261524 ]		[1 0]
[0.45859972 0.54140025]		[0 1]
[0.82804716 0.17195287]		[1 0]
[0.41677752 0.5832225 ]		[1 0]
[0.9752985  0.02470142]		[1 0]
[0.72269094 0.27730912]		[1 0]
[0.42297158 0.57702845]		[0 1]
[0.14762975 0.85237026]		[0 1]
[0.9325807  0.06741933]		[1 0]
[0.07842664 0.9215734 ]		[0 1]
[0.85005665 0.14994338]		[1 0]
[0.5983793  0.40162075]		[1 0]
[0.45374885 0.5462512 ]		[1 0]
[0.02249891 0.97750103]		[0 1]
[0.49629092 0.503709  ]		[0 1]
[0.29302937 0.70697063]		[0 1]
[0.25757664 0.7424234 ]		[0 1]
[0.32280684 0.67719316]		[0 1]
[0.6740826  0.32591742]		[1 0]
[0.32273868 0.67726135]		[1 0]
[0.03285126 0.9671487 ]		[0 1]
[0.5232523  0.47674772]		[1 0]
[0.46238485 0.53761524]		[1 0]
[0.98241615 0.01758389]		[1 0]
[0.3265372  0.67346287]		[0 1]
[0.12768765 0.8723124 ]		[0 1]
[0.08038154 0.9196185 ]		[0 1]
[0.3195025  0.68049747]		[0 1]
[0.55234534 0.44765466]		[0 1]
[0.17879157 0.8212084 ]		[0 1]
[0.27069673 0.72930324]		[0 1]
[0.6879603  0.31203964]		[1 0]
[0.07418662 0.9258134 ]		[0 1]
[0.48900643 0.5109936 ]		[0 1]
[0.787866   0.21213393]		[1 0]
[0.9217021  0.07829791]		[1 0]
[0.3761768 0.6238232]		[0 1]
[0.37212884 0.6278712 ]		[1 0]
[0.6177157  0.38228425]		[0 1]
[0.40961167 0.5903883 ]		[1 0]
[0.09550287 0.9044971 ]		[0 1]
[0.03402991 0.9659701 ]		[0 1]
[0.7245688  0.27543125]		[0 1]
[0.9294883  0.07051167]		[1 0]
[0.9678381  0.03216189]		[1 0]
[0.69698805 0.30301192]		[1 0]
[0.8342561 0.1657439]		[1 0]
[0.27703378 0.7229662 ]		[0 1]
[0.28223658 0.7177634 ]		[0 1]
[0.13829674 0.8617033 ]		[0 1]
[0.9579921  0.04200789]		[0 1]
[0.9531684  0.04683166]		[1 0]
[0.4304675 0.5695325]		[0 1]
[0.849633  0.1503671]		[1 0]
[0.16828561 0.8317144 ]		[0 1]
[0.39023256 0.6097674 ]		[0 1]
[0.6309804 0.3690196]		[1 0]
[0.42845318 0.5715468 ]		[1 0]
[0.7467149 0.2532851]		[0 1]
[0.07477882 0.9252212 ]		[0 1]
[0.70355517 0.29644486]		[0 1]
[0.35116833 0.64883167]		[0 1]
[0.8383188 0.1616812]		[1 0]
[0.18521698 0.814783  ]		[0 1]
[0.44459003 0.55540997]		[0 1]
[0.75134903 0.24865098]		[1 0]
[0.8708152  0.12918486]		[1 0]
[0.13420364 0.8657963 ]		[1 0]
[0.95534366 0.04465632]		[1 0]
[0.8299213 0.1700787]		[1 0]
[0.5256279  0.47437215]		[1 0]
[0.9399924  0.06000761]		[1 0]
[0.24199605 0.758004  ]		[0 1]
[0.46235183 0.53764814]		[0 1]
[0.04557234 0.95442766]		[0 1]
[0.07417051 0.9258295 ]		[0 1]
[0.47083378 0.5291662 ]		[1 0]
[0.68118334 0.3188167 ]		[0 1]
[0.6450754  0.35492465]		[1 0]
[0.70114833 0.2988517 ]		[1 0]
[0.9338825 0.0661175]		[1 0]
[0.5539438  0.44605622]		[1 0]
[0.24871534 0.7512846 ]		[0 1]
[0.521083   0.47891703]		[1 0]
[0.6908412  0.30915874]		[0 1]
[0.8469184 0.1530816]		[1 0]
[0.27788338 0.72211665]		[0 1]
[0.19508354 0.80491644]		[0 1]
[0.20049465 0.7995054 ]		[0 1]
[0.7376464  0.26235354]		[1 0]
[0.821426   0.17857406]		[1 0]
[0.7550403  0.24495965]		[1 0]
[0.8645686  0.13543144]		[1 0]
[0.48883393 0.5111661 ]		[1 0]
[0.24489212 0.7551079 ]		[0 1]
[0.96296126 0.03703873]		[1 0]
[0.6610197  0.33898038]		[0 1]
[0.55659556 0.4434044 ]		[1 0]
[0.31087923 0.68912077]		[0 1]
[0.21587658 0.7841234 ]		[0 1]
[0.7304289  0.26957113]		[1 0]
[0.36795706 0.63204294]		[1 0]
[0.13907057 0.8609294 ]		[0 1]
[0.8338831 0.1661169]		[1 0]
[0.01323019 0.9867698 ]		[0 1]
[0.81796443 0.18203561]		[1 0]
[0.45012325 0.54987675]		[1 0]
[0.62146086 0.37853917]		[0 1]
[0.4923834 0.5076166]		[0 1]
[0.13400707 0.86599296]		[0 1]
[0.65217423 0.34782577]		[1 0]
[0.82492596 0.17507398]		[1 0]
[0.91003996 0.08996002]		[1 0]
[0.296973 0.703027]		[0 1]
[0.500327  0.4996731]		[1 0]
[0.89106214 0.10893785]		[1 0]
[0.8445173  0.15548271]		[1 0]
[0.20176928 0.7982307 ]		[0 1]
[0.69363487 0.30636507]		[0 1]
[0.11758083 0.8824191 ]		[1 0]
[0.34547818 0.6545218 ]		[1 0]
[0.3009984 0.6990016]		[0 1]
[0.78515023 0.21484976]		[1 0]
[0.04791879 0.95208126]		[0 1]
[0.26214388 0.7378561 ]		[1 0]
[0.35640138 0.6435986 ]		[1 0]
[0.34438345 0.65561664]		[0 1]
[0.68169004 0.31830993]		[0 1]
[0.64071643 0.35928363]		[0 1]
[0.43512496 0.56487495]		[0 1]
[0.42879662 0.57120335]		[1 0]
[0.6628324 0.3371676]		[0 1]
[0.13416305 0.865837  ]		[0 1]
[0.01642358 0.98357636]		[0 1]
[0.14457798 0.855422  ]		[0 1]
[0.50728214 0.4927179 ]		[1 0]
[0.6943781  0.30562186]		[1 0]
[0.92608595 0.07391407]		[1 0]
[0.42795172 0.5720483 ]		[1 0]
[0.87621117 0.12378888]		[1 0]
[0.9086626  0.09133737]		[1 0]
[0.4695564 0.5304436]		[1 0]
[0.5294338  0.47056624]		[1 0]
[0.5798274  0.42017263]		[1 0]
[0.04016575 0.9598343 ]		[0 1]
[0.24749434 0.75250566]		[0 1]
[0.5278672  0.47213286]		[1 0]
[0.8380497  0.16195028]		[1 0]
[0.3330963 0.6669037]		[0 1]
[0.7609985  0.23900148]		[1 0]
[0.75237805 0.247622  ]		[0 1]
[0.09219133 0.90780866]		[0 1]
[0.28892615 0.7110739 ]		[1 0]
[0.19861929 0.8013807 ]		[0 1]
[0.7155459  0.28445414]		[0 1]
[0.5975304 0.4024696]		[1 0]
[0.30644673 0.6935532 ]		[0 1]
[0.56845206 0.43154794]		[1 0]
[0.12286214 0.87713784]		[0 1]
[0.5520392  0.44796082]		[0 1]
[0.9621533  0.03784668]		[1 0]
[0.27411833 0.7258817 ]		[0 1]
[0.02144049 0.97855943]		[0 1]
[0.7071589 0.292841 ]		[0 1]
[0.36396393 0.6360361 ]		[0 1]
[0.2174807 0.7825193]		[0 1]
[0.37349877 0.6265013 ]		[0 1]
[0.37807453 0.6219255 ]		[1 0]
[0.90490884 0.09509114]		[1 0]
[0.7520966  0.24790339]		[1 0]
[0.69504195 0.30495808]		[0 1]
[0.24593084 0.7540692 ]		[0 1]
[0.5038255  0.49617445]		[0 1]
[0.33359554 0.6664045 ]		[0 1]
[0.6227336  0.37726644]		[0 1]
[0.01927862 0.98072135]		[0 1]
[0.57506204 0.424938  ]		[1 0]
[0.5125726  0.48742744]		[0 1]
[0.8952188  0.10478123]		[1 0]
[0.46937516 0.5306248 ]		[0 1]
[0.52721226 0.47278774]		[1 0]
[0.69590443 0.30409557]		[0 1]
[0.5518584  0.44814152]		[0 1]
[0.794852   0.20514804]		[0 1]
[0.8247617  0.17523837]		[1 0]
[0.40946215 0.59053785]		[0 1]
[0.26993284 0.7300672 ]		[1 0]
[0.53855765 0.46144232]		[0 1]
[0.62906057 0.37093946]		[1 0]
[0.27654633 0.72345364]		[0 1]
[0.94180816 0.05819188]		[1 0]
[0.5209557 0.4790443]		[0 1]
[0.9026363 0.0973637]		[1 0]
[0.18469885 0.8153011 ]		[0 1]
[0.57860404 0.42139596]		[1 0]
[0.7521715  0.24782851]		[1 0]
[0.67463    0.32537004]		[1 0]
[0.6805015  0.31949848]		[0 1]
[0.40930176 0.5906983 ]		[1 0]
[0.31519756 0.6848024 ]		[0 1]
[0.68356514 0.3164349 ]		[1 0]
[0.28171495 0.718285  ]		[0 1]
[0.6643832 0.3356169]		[1 0]
[0.6859231  0.31407693]		[1 0]
[0.59279543 0.40720454]		[0 1]
[0.7534381  0.24656188]		[1 0]
[0.6925543  0.30744576]		[1 0]
[0.26546153 0.7345385 ]		[0 1]
[0.39955148 0.6004485 ]		[1 0]
[0.40398678 0.5960133 ]		[0 1]
[0.5509915  0.44900852]		[1 0]
[0.5401005  0.45989951]		[1 0]
[0.4663468 0.5336532]		[0 1]
[0.26170182 0.73829824]		[1 0]
[0.3778438 0.6221562]		[1 0]
[0.03563822 0.9643618 ]		[1 0]
[0.5929407  0.40705928]		[1 0]
[0.6618939 0.3381061]		[1 0]
[0.3720009  0.62799907]		[1 0]
[0.43945453 0.5605455 ]		[0 1]
[0.82412374 0.17587627]		[1 0]
[0.5759456 0.4240544]		[1 0]
[0.89331883 0.10668114]		[1 0]
[0.04980472 0.95019525]		[0 1]
[0.73146427 0.2685357 ]		[0 1]
[0.5985382  0.40146175]		[1 0]
[0.32281265 0.6771873 ]		[1 0]
[0.76628804 0.23371194]		[1 0]
[0.1714339  0.82856613]		[0 1]
[0.78032994 0.21966998]		[1 0]
[0.44818696 0.55181307]		[0 1]
[0.6275599 0.3724401]		[1 0]
[0.06573982 0.9342602 ]		[0 1]
[0.94839203 0.05160797]		[1 0]
[0.61327046 0.38672957]		[1 0]
[0.20490327 0.79509676]		[1 0]
[0.37457383 0.6254262 ]		[1 0]
[0.7737293 0.2262706]		[0 1]
[0.28210998 0.71789   ]		[0 1]
[0.06662872 0.93337125]		[0 1]
[0.38406283 0.6159372 ]		[1 0]
[0.63631356 0.36368647]		[1 0]
[0.3063193 0.6936807]		[0 1]
[0.6103514 0.3896486]		[1 0]
[0.1572496  0.84275043]		[0 1]
[0.23119906 0.768801  ]		[1 0]
[0.93698704 0.06301294]		[1 0]
[0.9408105  0.05918954]		[1 0]
[0.9166869  0.08331314]		[1 0]
[0.50822157 0.49177837]		[0 1]
[0.55328745 0.4467125 ]		[1 0]
[0.9834842  0.01651581]		[1 0]
[0.28806633 0.7119337 ]		[1 0]
[0.31943262 0.6805674 ]		[0 1]
[0.31227788 0.68772215]		[1 0]
[0.5422951  0.45770493]		[0 1]
[0.22803524 0.7719648 ]		[1 0]
[0.26057988 0.7394201 ]		[0 1]
[0.02795912 0.9720409 ]		[0 1]
[0.7925138  0.20748615]		[1 0]
[0.6873031 0.3126969]		[1 0]
[0.82512075 0.17487924]		[0 1]
[0.520223   0.47977698]		[0 1]
[0.8663347  0.13366528]		[1 0]
[0.49047756 0.5095225 ]		[1 0]
[0.50252724 0.49747273]		[0 1]
[0.83582044 0.16417958]		[1 0]
[0.72559774 0.27440223]		[1 0]
[0.42073175 0.57926834]		[1 0]
[0.07151777 0.9284823 ]		[0 1]
[0.6168201  0.38317984]		[0 1]
[0.54940224 0.45059776]		[1 0]
[0.86027044 0.1397296 ]		[1 0]
[0.77754277 0.22245723]		[1 0]
[0.9310146  0.06898545]		[0 1]
[0.6549239  0.34507608]		[1 0]
[0.12112449 0.8788755 ]		[0 1]
[0.5844056  0.41559437]		[0 1]
[0.5024207  0.49757934]		[1 0]
[0.2346663  0.76533365]		[0 1]
[0.91934264 0.08065736]		[1 0]
[0.6058787 0.3941212]		[1 0]
[0.83380306 0.16619694]		[1 0]
[0.6265893  0.37341073]		[1 0]
[0.72665346 0.2733466 ]		[1 0]
[0.71431637 0.2856836 ]		[1 0]
[0.443617 0.556383]		[0 1]
[0.84551907 0.15448095]		[1 0]
[0.67955154 0.32044846]		[0 1]
[0.5778023  0.42219767]		[1 0]
[0.24984519 0.75015485]		[0 1]
[0.68990827 0.3100917 ]		[1 0]
[0.6852687 0.3147313]		[1 0]
[0.61738557 0.3826144 ]		[1 0]
[0.7035414  0.29645866]		[0 1]
[0.7048963  0.29510373]		[1 0]
[0.14508362 0.8549164 ]		[0 1]
[0.85056144 0.14943856]		[1 0]
[0.16469567 0.8353043 ]		[0 1]
[0.6893006  0.31069934]		[0 1]
[0.8323848  0.16761519]		[1 0]
[0.15166885 0.84833115]		[0 1]
[0.93417275 0.06582724]		[1 0]
[0.30022818 0.6997718 ]		[1 0]
[0.45913818 0.54086185]		[0 1]
[0.2077927 0.7922073]		[0 1]
[0.45755526 0.54244477]		[0 1]
[0.45962852 0.5403714 ]		[1 0]
[0.3955066 0.6044934]		[0 1]
[0.04260951 0.95739055]		[0 1]
[0.18193586 0.81806415]		[0 1]
[0.08870601 0.911294  ]		[0 1]
[0.81196606 0.18803394]		[1 0]
[0.7586668  0.24133316]		[1 0]
[0.35070142 0.6492986 ]		[0 1]
[0.4005664 0.5994336]		[0 1]
[0.5024752  0.49752486]		[0 1]
[0.9173347  0.08266539]		[1 0]
[0.6502985 0.3497015]		[1 0]
[0.09108774 0.9089123 ]		[0 1]
[0.59454495 0.4054551 ]		[1 0]
[0.5644589  0.43554103]		[1 0]
[0.19357646 0.80642354]		[0 1]
[0.90005016 0.09994979]		[1 0]
[0.4253531 0.5746469]		[1 0]
[0.06579114 0.93420887]		[0 1]
[0.67145574 0.32854423]		[0 1]
[0.02248026 0.97751975]		[0 1]
[0.79730004 0.20269996]		[1 0]
[0.5510936  0.44890633]		[1 0]
[0.2711597 0.7288403]		[1 0]
[0.6029399 0.3970601]		[0 1]
[0.5129592  0.48704082]		[1 0]
[0.25487182 0.7451282 ]		[1 0]
[0.28598848 0.71401155]		[0 1]
[0.13146242 0.8685376 ]		[0 1]
[0.23209707 0.767903  ]		[0 1]
[0.4887309 0.5112691]		[0 1]
[0.49416044 0.5058395 ]		[0 1]
[0.5250674  0.47493267]		[0 1]
[0.39365798 0.60634196]		[0 1]
[0.5521579 0.4478421]		[0 1]
[0.31660846 0.6833916 ]		[0 1]
[0.03744751 0.9625524 ]		[0 1]
[0.82336724 0.17663278]		[1 0]
[0.63798684 0.36201316]		[1 0]
[0.21734576 0.7826542 ]		[0 1]
[0.10433558 0.8956644 ]		[0 1]
[0.35025263 0.6497474 ]		[0 1]
[0.60127276 0.3987272 ]		[1 0]
[0.9747977 0.0252023]		[1 0]
[0.22160208 0.77839786]		[0 1]
[0.8411687  0.15883128]		[1 0]
[0.68899876 0.31100127]		[0 1]
[0.33875144 0.6612485 ]		[0 1]
[0.71657646 0.2834235 ]		[0 1]
[0.02368905 0.9763109 ]		[0 1]
[0.2511188  0.74888116]		[0 1]
[0.83558846 0.16441149]		[1 0]
[0.41444793 0.5855521 ]		[0 1]
[0.89076686 0.10923319]		[1 0]
[0.16592622 0.8340738 ]		[0 1]
[0.42002675 0.5799733 ]		[0 1]
[0.7598444  0.24015562]		[1 0]
[0.5427612  0.45723876]		[0 1]
[0.6177935  0.38220653]		[1 0]
[0.2977922 0.7022078]		[0 1]
[0.41666436 0.58333564]		[0 1]
[0.24300635 0.7569936 ]		[0 1]
[0.7992767  0.20072328]		[1 0]
[0.06901997 0.9309801 ]		[0 1]
[0.7499594 0.2500406]		[1 0]
[0.8378528  0.16214718]		[1 0]
[0.24510553 0.7548945 ]		[0 1]
[0.6303676 0.3696324]		[0 1]
[0.21140681 0.7885932 ]		[0 1]
[0.5421362  0.45786375]		[1 0]
[0.6559811 0.3440189]		[0 1]
[0.30813423 0.69186574]		[0 1]
[0.3886737 0.6113263]		[0 1]
[0.18942231 0.81057763]		[1 0]
[0.76138943 0.23861063]		[1 0]
[0.9569805  0.04301944]		[1 0]
[0.7569891 0.2430109]		[1 0]
[0.9055985  0.09440149]		[1 0]
[0.44523662 0.55476344]		[1 0]
